movement_number,X,Y,Z
1163,-5,-10,63.0
1164,-5,-10,64.0
1165,-5,-10,65.0
1166,-5,-10,66.0
1167,-5,-10,67.0
1168,-5,-10,68.0
1169,-5,-10,69.0
1170,-5,-10,70.0
1171,-5,-10,71.0
1172,-5,-10,72.0
1173,-5,-10,73.0
1174,-5,-10,74.0
1175,-5,-10,75.0
1176,-5,-10,76.0
1177,-5,-10,77.0
1178,-5,-10,78.0
1179,-5,-10,79.0
1180,-5,-10,80.0
1181,-4,-10,20.0
1182,-4,-10,21.0
1183,-4,-10,22.0
1184,-4,-10,23.0
1185,-4,-10,24.0
1186,-4,-10,25.0
1187,-4,-10,26.0
1188,-4,-10,27.0
1189,-4,-10,28.0
1190,-4,-10,29.0
1191,-4,-10,30.0
1192,-4,-10,31.0
1193,-4,-10,32.0
1194,-4,-10,33.0
1195,-4,-10,34.0
1196,-4,-10,35.0
1197,-4,-10,36.0
1198,-4,-10,37.0
1199,-4,-10,38.0
1200,-4,-10,39.0
1201,-4,-10,40.0
1202,-4,-10,41.0
1203,-4,-10,42.0
1204,-4,-10,43.0
1205,-4,-10,44.0
1206,-4,-10,45.0
1207,-4,-10,46.0
1208,-4,-10,47.0
1209,-4,-10,48.0
1210,-4,-10,49.0
1211,-4,-10,50.0
1212,-4,-10,51.0
1213,-4,-10,52.0
1214,-4,-10,53.0
1215,-4,-10,54.0
1216,-4,-10,55.0
1217,-4,-10,56.0
1218,-4,-10,57.0
1219,-4,-10,58.0
1220,-4,-10,59.0
1221,-4,-10,60.0
1222,-4,-10,61.0
1223,-4,-10,62.0
1224,-4,-10,63.0
1225,-4,-10,64.0
1226,-4,-10,65.0
1227,-4,-10,66.0
1228,-4,-10,67.0
1229,-4,-10,68.0
1230,-4,-10,69.0
1231,-4,-10,70.0
1232,-4,-10,71.0
1233,-4,-10,72.0
1234,-4,-10,73.0
1235,-4,-10,74.0
1236,-4,-10,75.0
1237,-4,-10,76.0
1238,-4,-10,77.0
1239,-4,-10,78.0
1240,-4,-10,79.0
1241,-4,-10,80.0
1242,-3,-10,20.0
1243,-3,-10,21.0
1244,-3,-10,22.0
1245,-3,-10,23.0
1246,-3,-10,24.0
1247,-3,-10,25.0
1248,-3,-10,26.0
1249,-3,-10,27.0
1250,-3,-10,28.0
1251,-3,-10,29.0
1252,-3,-10,30.0
1253,-3,-10,31.0
1254,-3,-10,32.0
1255,-3,-10,33.0
1256,-3,-10,34.0
1257,-3,-10,35.0
1258,-3,-10,36.0
1259,-3,-10,37.0
1260,-3,-10,38.0
1261,-3,-10,39.0
1262,-3,-10,40.0
1263,-3,-10,41.0
1264,-3,-10,42.0
1265,-3,-10,43.0
1266,-3,-10,44.0
1267,-3,-10,45.0
1268,-3,-10,46.0
1269,-3,-10,47.0
1270,-3,-10,48.0
1271,-3,-10,49.0
1272,-3,-10,50.0
1273,-3,-10,51.0
1274,-3,-10,52.0
1275,-3,-10,53.0
1276,-3,-10,54.0
1277,-3,-10,55.0
1278,-3,-10,56.0
1279,-3,-10,57.0
1280,-3,-10,58.0
1281,-3,-10,59.0
1282,-3,-10,60.0
1283,-3,-10,61.0
1284,-3,-10,62.0
1285,-3,-10,63.0
1286,-3,-10,64.0
1287,-3,-10,65.0
1288,-3,-10,66.0
1289,-3,-10,67.0
1290,-3,-10,68.0
1291,-3,-10,69.0
1292,-3,-10,70.0
1293,-3,-10,71.0
1294,-3,-10,72.0
1295,-3,-10,73.0
1296,-3,-10,74.0
1297,-3,-10,75.0
1298,-3,-10,76.0
1299,-3,-10,77.0
1300,-3,-10,78.0
1301,-3,-10,79.0
1302,-3,-10,80.0
1303,-2,-10,20.0
1304,-2,-10,21.0
1305,-2,-10,22.0
1306,-2,-10,23.0
1307,-2,-10,24.0
1308,-2,-10,25.0
1309,-2,-10,26.0
1310,-2,-10,27.0
1311,-2,-10,28.0
1312,-2,-10,29.0
1313,-2,-10,30.0
1314,-2,-10,31.0
1315,-2,-10,32.0
1316,-2,-10,33.0
1317,-2,-10,34.0
1318,-2,-10,35.0
1319,-2,-10,36.0
1320,-2,-10,37.0
1321,-2,-10,38.0
1322,-2,-10,39.0
1323,-2,-10,40.0
1324,-2,-10,41.0
1325,-2,-10,42.0
1326,-2,-10,43.0
1327,-2,-10,44.0
1328,-2,-10,45.0
1329,-2,-10,46.0
1330,-2,-10,47.0
1331,-2,-10,48.0
1332,-2,-10,49.0
1333,-2,-10,50.0
1334,-2,-10,51.0
1335,-2,-10,52.0
1336,-2,-10,53.0
1337,-2,-10,54.0
1338,-2,-10,55.0
1339,-2,-10,56.0
1340,-2,-10,57.0
1341,-2,-10,58.0
1342,-2,-10,59.0
1343,-2,-10,60.0
1344,-2,-10,61.0
1345,-2,-10,62.0
1346,-2,-10,63.0
1347,-2,-10,64.0
1348,-2,-10,65.0
1349,-2,-10,66.0
1350,-2,-10,67.0
1351,-2,-10,68.0
1352,-2,-10,69.0
1353,-2,-10,70.0
1354,-2,-10,71.0
1355,-2,-10,72.0
1356,-2,-10,73.0
1357,-2,-10,74.0
1358,-2,-10,75.0
1359,-2,-10,76.0
1360,-2,-10,77.0
1361,-2,-10,78.0
1362,-2,-10,79.0
1363,-2,-10,80.0
1364,-1,-10,20.0
1365,-1,-10,21.0
1366,-1,-10,22.0
1367,-1,-10,23.0
1368,-1,-10,24.0
1369,-1,-10,25.0
1370,-1,-10,26.0
1371,-1,-10,27.0
1372,-1,-10,28.0
1373,-1,-10,29.0
1374,-1,-10,30.0
1375,-1,-10,31.0
1376,-1,-10,32.0
1377,-1,-10,33.0
1378,-1,-10,34.0
1379,-1,-10,35.0
1380,-1,-10,36.0
1381,-1,-10,37.0
1382,-1,-10,38.0
1383,-1,-10,39.0
1384,-1,-10,40.0
1385,-1,-10,41.0
1386,-1,-10,42.0
1387,-1,-10,43.0
1388,-1,-10,44.0
1389,-1,-10,45.0
1390,-1,-10,46.0
1391,-1,-10,47.0
1392,-1,-10,48.0
1393,-1,-10,49.0
1394,-1,-10,50.0
1395,-1,-10,51.0
1396,-1,-10,52.0
1397,-1,-10,53.0
1398,-1,-10,54.0
1399,-1,-10,55.0
1400,-1,-10,56.0
1401,-1,-10,57.0
1402,-1,-10,58.0
1403,-1,-10,59.0
1404,-1,-10,60.0
1405,-1,-10,61.0
1406,-1,-10,62.0
1407,-1,-10,63.0
1408,-1,-10,64.0
1409,-1,-10,65.0
1410,-1,-10,66.0
1411,-1,-10,67.0
1412,-1,-10,68.0
1413,-1,-10,69.0
1414,-1,-10,70.0
1415,-1,-10,71.0
1416,-1,-10,72.0
1417,-1,-10,73.0
1418,-1,-10,74.0
1419,-1,-10,75.0
1420,-1,-10,76.0
1421,-1,-10,77.0
1422,-1,-10,78.0
1423,-1,-10,79.0
1424,-1,-10,80.0
1425,0,-10,20.0
1426,0,-10,21.0
1427,0,-10,22.0
1428,0,-10,23.0
1429,0,-10,24.0
1430,0,-10,25.0
1431,0,-10,26.0
1432,0,-10,27.0
1433,0,-10,28.0
1434,0,-10,29.0
1435,0,-10,30.0
1436,0,-10,31.0
1437,0,-10,32.0
1438,0,-10,33.0
1439,0,-10,34.0
1440,0,-10,35.0
1441,0,-10,36.0
1442,0,-10,37.0
1443,0,-10,38.0
1444,0,-10,39.0
1445,0,-10,40.0
1446,0,-10,41.0
1447,0,-10,42.0
1448,0,-10,43.0
1449,0,-10,44.0
1450,0,-10,45.0
1451,0,-10,46.0
1452,0,-10,47.0
1453,0,-10,48.0
1454,0,-10,49.0
1455,0,-10,50.0
1456,0,-10,51.0
1457,0,-10,52.0
1458,0,-10,53.0
1459,0,-10,54.0
1460,0,-10,55.0
1461,0,-10,56.0
1462,0,-10,57.0
1463,0,-10,58.0
1464,0,-10,59.0
1465,0,-10,60.0
1466,0,-10,61.0
1467,0,-10,62.0
1468,0,-10,63.0
1469,0,-10,64.0
1470,0,-10,65.0
1471,0,-10,66.0
1472,0,-10,67.0
1473,0,-10,68.0
1474,0,-10,69.0
1475,0,-10,70.0
1476,0,-10,71.0
1477,0,-10,72.0
1478,0,-10,73.0
1479,0,-10,74.0
1480,0,-10,75.0
1481,0,-10,76.0
1482,0,-10,77.0
1483,0,-10,78.0
1484,0,-10,79.0
1485,0,-10,80.0
1486,1,-10,20.0
1487,1,-10,21.0
1488,1,-10,22.0
1489,1,-10,23.0
1490,1,-10,24.0
1491,1,-10,25.0
1492,1,-10,26.0
1493,1,-10,27.0
1494,1,-10,28.0
1495,1,-10,29.0
1496,1,-10,30.0
1497,1,-10,31.0
1498,1,-10,32.0
1499,1,-10,33.0
1500,1,-10,34.0
1501,1,-10,35.0
1502,1,-10,36.0
1503,1,-10,37.0
1504,1,-10,38.0
1505,1,-10,39.0
1506,1,-10,40.0
1507,1,-10,41.0
1508,1,-10,42.0
1509,1,-10,43.0
1510,1,-10,44.0
1511,1,-10,45.0
1512,1,-10,46.0
1513,1,-10,47.0
1514,1,-10,48.0
1515,1,-10,49.0
1516,1,-10,50.0
1517,1,-10,51.0
1518,1,-10,52.0
1519,1,-10,53.0
1520,1,-10,54.0
1521,1,-10,55.0
1522,1,-10,56.0
1523,1,-10,57.0
1524,1,-10,58.0
1525,1,-10,59.0
1526,1,-10,60.0
1527,1,-10,61.0
1528,1,-10,62.0
1529,1,-10,63.0
1530,1,-10,64.0
1531,1,-10,65.0
1532,1,-10,66.0
1533,1,-10,67.0
1534,1,-10,68.0
1535,1,-10,69.0
1536,1,-10,70.0
1537,1,-10,71.0
1538,1,-10,72.0
1539,1,-10,73.0
1540,1,-10,74.0
1541,1,-10,75.0
1542,1,-10,76.0
1543,1,-10,77.0
1544,1,-10,78.0
1545,1,-10,79.0
1546,1,-10,80.0
1547,2,-10,20.0
1548,2,-10,21.0
1549,2,-10,22.0
1550,2,-10,23.0
1551,2,-10,24.0
1552,2,-10,25.0
1553,2,-10,26.0
1554,2,-10,27.0
1555,2,-10,28.0
1556,2,-10,29.0
1557,2,-10,30.0
1558,2,-10,31.0
1559,2,-10,32.0
1560,2,-10,33.0
1561,2,-10,34.0
1562,2,-10,35.0
1563,2,-10,36.0
1564,2,-10,37.0
1565,2,-10,38.0
1566,2,-10,39.0
1567,2,-10,40.0
1568,2,-10,41.0
1569,2,-10,42.0
1570,2,-10,43.0
1571,2,-10,44.0
1572,2,-10,45.0
1573,2,-10,46.0
1574,2,-10,47.0
1575,2,-10,48.0
1576,2,-10,49.0
1577,2,-10,50.0
1578,2,-10,51.0
1579,2,-10,52.0
1580,2,-10,53.0
1581,2,-10,54.0
1582,2,-10,55.0
1583,2,-10,56.0
1584,2,-10,57.0
1585,2,-10,58.0
1586,2,-10,59.0
1587,2,-10,60.0
1588,2,-10,61.0
1589,2,-10,62.0
1590,2,-10,63.0
1591,2,-10,64.0
1592,2,-10,65.0
1593,2,-10,66.0
1594,2,-10,67.0
1595,2,-10,68.0
1596,2,-10,69.0
1597,2,-10,70.0
1598,2,-10,71.0
1599,2,-10,72.0
1600,2,-10,73.0
1601,2,-10,74.0
1602,2,-10,75.0
1603,2,-10,76.0
1604,2,-10,77.0
1605,2,-10,78.0
1606,2,-10,79.0
1607,2,-10,80.0
1608,3,-10,20.0
1609,3,-10,21.0
1610,3,-10,22.0
1611,3,-10,23.0
1612,3,-10,24.0
1613,3,-10,25.0
1614,3,-10,26.0
1615,3,-10,27.0
1616,3,-10,28.0
1617,3,-10,29.0
1618,3,-10,30.0
1619,3,-10,31.0
1620,3,-10,32.0
1621,3,-10,33.0
1622,3,-10,34.0
1623,3,-10,35.0
1624,3,-10,36.0
1625,3,-10,37.0
1626,3,-10,38.0
1627,3,-10,39.0
1628,3,-10,40.0
1629,3,-10,41.0
1630,3,-10,42.0
1631,3,-10,43.0
1632,3,-10,44.0
1633,3,-10,45.0
1634,3,-10,46.0
1635,3,-10,47.0
1636,3,-10,48.0
1637,3,-10,49.0
1638,3,-10,50.0
1639,3,-10,51.0
1640,3,-10,52.0
1641,3,-10,53.0
1642,3,-10,54.0
1643,3,-10,55.0
1644,3,-10,56.0
1645,3,-10,57.0
1646,3,-10,58.0
1647,3,-10,59.0
1648,3,-10,60.0
1649,3,-10,61.0
1650,3,-10,62.0
1651,3,-10,63.0
1652,3,-10,64.0
1653,3,-10,65.0
1654,3,-10,66.0
1655,3,-10,67.0
1656,3,-10,68.0
1657,3,-10,69.0
1658,3,-10,70.0
1659,3,-10,71.0
1660,3,-10,72.0
1661,3,-10,73.0
1662,3,-10,74.0
1663,3,-10,75.0
1664,3,-10,76.0
1665,3,-10,77.0
1666,3,-10,78.0
1667,3,-10,79.0
1668,3,-10,80.0
1669,4,-10,20.0
1670,4,-10,21.0
1671,4,-10,22.0
1672,4,-10,23.0
1673,4,-10,24.0
1674,4,-10,25.0
1675,4,-10,26.0
1676,4,-10,27.0
1677,4,-10,28.0
1678,4,-10,29.0
1679,4,-10,30.0
1680,4,-10,31.0
1681,4,-10,32.0
1682,4,-10,33.0
1683,4,-10,34.0
1684,4,-10,35.0
1685,4,-10,36.0
1686,4,-10,37.0
1687,4,-10,38.0
1688,4,-10,39.0
1689,4,-10,40.0
1690,4,-10,41.0
1691,4,-10,42.0
1692,4,-10,43.0
1693,4,-10,44.0
1694,4,-10,45.0
1695,4,-10,46.0
1696,4,-10,47.0
1697,4,-10,48.0
1698,4,-10,49.0
1699,4,-10,50.0
1700,4,-10,51.0
1701,4,-10,52.0
1702,4,-10,53.0
1703,4,-10,54.0
1704,4,-10,55.0
1705,4,-10,56.0
1706,4,-10,57.0
1707,4,-10,58.0
1708,4,-10,59.0
1709,4,-10,60.0
1710,4,-10,61.0
1711,4,-10,62.0
1712,4,-10,63.0
1713,4,-10,64.0
1714,4,-10,65.0
1715,4,-10,66.0
1716,4,-10,67.0
1717,4,-10,68.0
1718,4,-10,69.0
1719,4,-10,70.0
1720,4,-10,71.0
1721,4,-10,72.0
1722,4,-10,73.0
1723,4,-10,74.0
1724,4,-10,75.0
1725,4,-10,76.0
1726,4,-10,77.0
1727,4,-10,78.0
1728,4,-10,79.0
1729,4,-10,80.0
1730,5,-10,20.0
1731,5,-10,21.0
1732,5,-10,22.0
1733,5,-10,23.0
1734,5,-10,24.0
1735,5,-10,25.0
1736,5,-10,26.0
1737,5,-10,27.0
1738,5,-10,28.0
1739,5,-10,29.0
1740,5,-10,30.0
1741,5,-10,31.0
1742,5,-10,32.0
1743,5,-10,33.0
1744,5,-10,34.0
1745,5,-10,35.0
1746,5,-10,36.0
1747,5,-10,37.0
1748,5,-10,38.0
1749,5,-10,39.0
1750,5,-10,40.0
1751,5,-10,41.0
1752,5,-10,42.0
1753,5,-10,43.0
1754,5,-10,44.0
1755,5,-10,45.0
1756,5,-10,46.0
1757,5,-10,47.0
1758,5,-10,48.0
1759,5,-10,49.0
1760,5,-10,50.0
1761,5,-10,51.0
1762,5,-10,52.0
1763,5,-10,53.0
1764,5,-10,54.0
1765,5,-10,55.0
1766,5,-10,56.0
1767,5,-10,57.0
1768,5,-10,58.0
1769,5,-10,59.0
1770,5,-10,60.0
1771,5,-10,61.0
1772,5,-10,62.0
1773,5,-10,63.0
1774,5,-10,64.0
1775,5,-10,65.0
1776,5,-10,66.0
1777,5,-10,67.0
1778,5,-10,68.0
1779,5,-10,69.0
1780,5,-10,70.0
1781,5,-10,71.0
1782,5,-10,72.0
1783,5,-10,73.0
1784,5,-10,74.0
1785,5,-10,75.0
1786,5,-10,76.0
1787,5,-10,77.0
1788,5,-10,78.0
1789,5,-10,79.0
1790,5,-10,80.0
1791,6,-10,20.0
1792,6,-10,21.0
1793,6,-10,22.0
1794,6,-10,23.0
1795,6,-10,24.0
1796,6,-10,25.0
1797,6,-10,26.0
1798,6,-10,27.0
1799,6,-10,28.0
1800,6,-10,29.0
1801,6,-10,30.0
1802,6,-10,31.0
1803,6,-10,32.0
1804,6,-10,33.0
1805,6,-10,34.0
1806,6,-10,35.0
1807,6,-10,36.0
1808,6,-10,37.0
1809,6,-10,38.0
1810,6,-10,39.0
1811,6,-10,40.0
1812,6,-10,41.0
1813,6,-10,42.0
1814,6,-10,43.0
1815,6,-10,44.0
1816,6,-10,45.0
1817,6,-10,46.0
1818,6,-10,47.0
1819,6,-10,48.0
1820,6,-10,49.0
1821,6,-10,50.0
1822,6,-10,51.0
1823,6,-10,52.0
1824,6,-10,53.0
1825,6,-10,54.0
1826,6,-10,55.0
1827,6,-10,56.0
1828,6,-10,57.0
1829,6,-10,58.0
1830,6,-10,59.0
1831,6,-10,60.0
1832,6,-10,61.0
1833,6,-10,62.0
1834,6,-10,63.0
1835,6,-10,64.0
1836,6,-10,65.0
1837,6,-10,66.0
1838,6,-10,67.0
1839,6,-10,68.0
1840,6,-10,69.0
1841,6,-10,70.0
1842,6,-10,71.0
1843,6,-10,72.0
1844,6,-10,73.0
1845,6,-10,74.0
1846,6,-10,75.0
1847,6,-10,76.0
1848,6,-10,77.0
1849,6,-10,78.0
1850,6,-10,79.0
1851,6,-10,80.0
1852,7,-10,20.0
1853,7,-10,21.0
1854,7,-10,22.0
1855,7,-10,23.0
1856,7,-10,24.0
1857,7,-10,25.0
1858,7,-10,26.0
1859,7,-10,27.0
1860,7,-10,28.0
1861,7,-10,29.0
1862,7,-10,30.0
1863,7,-10,31.0
1864,7,-10,32.0
1865,7,-10,33.0
1866,7,-10,34.0
1867,7,-10,35.0
1868,7,-10,36.0
1869,7,-10,37.0
1870,7,-10,38.0
1871,7,-10,39.0
1872,7,-10,40.0
1873,7,-10,41.0
1874,7,-10,42.0
1875,7,-10,43.0
1876,7,-10,44.0
1877,7,-10,45.0
1878,7,-10,46.0
1879,7,-10,47.0
1880,7,-10,48.0
1881,7,-10,49.0
1882,7,-10,50.0
1883,7,-10,51.0
1884,7,-10,52.0
1885,7,-10,53.0
1886,7,-10,54.0
1887,7,-10,55.0
1888,7,-10,56.0
1889,7,-10,57.0
1890,7,-10,58.0
1891,7,-10,59.0
1892,7,-10,60.0
1893,7,-10,61.0
1894,7,-10,62.0
1895,7,-10,63.0
1896,7,-10,64.0
1897,7,-10,65.0
1898,7,-10,66.0
1899,7,-10,67.0
1900,7,-10,68.0
1901,7,-10,69.0
1902,7,-10,70.0
1903,7,-10,71.0
1904,7,-10,72.0
1905,7,-10,73.0
1906,7,-10,74.0
1907,7,-10,75.0
1908,7,-10,76.0
1909,7,-10,77.0
1910,7,-10,78.0
1911,7,-10,79.0
1912,7,-10,80.0
1913,8,-10,20.0
1914,8,-10,21.0
1915,8,-10,22.0
1916,8,-10,23.0
1917,8,-10,24.0
1918,8,-10,25.0
1919,8,-10,26.0
1920,8,-10,27.0
1921,8,-10,28.0
1922,8,-10,29.0
1923,8,-10,30.0
1924,8,-10,31.0
1925,8,-10,32.0
1926,8,-10,33.0
1927,8,-10,34.0
1928,8,-10,35.0
1929,8,-10,36.0
1930,8,-10,37.0
1931,8,-10,38.0
1932,8,-10,39.0
1933,8,-10,40.0
1934,8,-10,41.0
1935,8,-10,42.0
1936,8,-10,43.0
1937,8,-10,44.0
1938,8,-10,45.0
1939,8,-10,46.0
1940,8,-10,47.0
1941,8,-10,48.0
1942,8,-10,49.0
1943,8,-10,50.0
1944,8,-10,51.0
1945,8,-10,52.0
1946,8,-10,53.0
1947,8,-10,54.0
1948,8,-10,55.0
1949,8,-10,56.0
1950,8,-10,57.0
1951,8,-10,58.0
1952,8,-10,59.0
1953,8,-10,60.0
1954,8,-10,61.0
1955,8,-10,62.0
1956,8,-10,63.0
1957,8,-10,64.0
1958,8,-10,65.0
1959,8,-10,66.0
1960,8,-10,67.0
1961,8,-10,68.0
1962,8,-10,69.0
1963,8,-10,70.0
1964,8,-10,71.0
1965,8,-10,72.0
1966,8,-10,73.0
1967,8,-10,74.0
1968,8,-10,75.0
1969,8,-10,76.0
1970,8,-10,77.0
1971,8,-10,78.0
1972,8,-10,79.0
1973,8,-10,80.0
1974,9,-10,20.0
1975,9,-10,21.0
1976,9,-10,22.0
1977,9,-10,23.0
1978,9,-10,24.0
1979,9,-10,25.0
1980,9,-10,26.0
1981,9,-10,27.0
1982,9,-10,28.0
1983,9,-10,29.0
1984,9,-10,30.0
1985,9,-10,31.0
1986,9,-10,32.0
1987,9,-10,33.0
1988,9,-10,34.0
1989,9,-10,35.0
1990,9,-10,36.0
1991,9,-10,37.0
1992,9,-10,38.0
1993,9,-10,39.0
1994,9,-10,40.0
1995,9,-10,41.0
1996,9,-10,42.0
1997,9,-10,43.0
1998,9,-10,44.0
1999,9,-10,45.0
2000,9,-10,46.0
2001,9,-10,47.0
2002,9,-10,48.0
2003,9,-10,49.0
2004,9,-10,50.0
2005,9,-10,51.0
2006,9,-10,52.0
2007,9,-10,53.0
2008,9,-10,54.0
2009,9,-10,55.0
2010,9,-10,56.0
2011,9,-10,57.0
2012,9,-10,58.0
2013,9,-10,59.0
2014,9,-10,60.0
2015,9,-10,61.0
2016,9,-10,62.0
2017,9,-10,63.0
2018,9,-10,64.0
2019,9,-10,65.0
2020,9,-10,66.0
2021,9,-10,67.0
2022,9,-10,68.0
2023,9,-10,69.0
2024,9,-10,70.0
2025,9,-10,71.0
2026,9,-10,72.0
2027,9,-10,73.0
2028,9,-10,74.0
2029,9,-10,75.0
2030,9,-10,76.0
2031,9,-10,77.0
2032,9,-10,78.0
2033,9,-10,79.0
2034,9,-10,80.0
2035,10,-10,20.0
2036,10,-10,21.0
2037,10,-10,22.0
2038,10,-10,23.0
2039,10,-10,24.0
2040,10,-10,25.0
2041,10,-10,26.0
2042,10,-10,27.0
2043,10,-10,28.0
2044,10,-10,29.0
2045,10,-10,30.0
2046,10,-10,31.0
2047,10,-10,32.0
2048,10,-10,33.0
2049,10,-10,34.0
2050,10,-10,35.0
2051,10,-10,36.0
2052,10,-10,37.0
2053,10,-10,38.0
2054,10,-10,39.0
2055,10,-10,40.0
2056,10,-10,41.0
2057,10,-10,42.0
2058,10,-10,43.0
2059,10,-10,44.0
2060,10,-10,45.0
2061,10,-10,46.0
2062,10,-10,47.0
2063,10,-10,48.0
2064,10,-10,49.0
2065,10,-10,50.0
2066,10,-10,51.0
2067,10,-10,52.0
2068,10,-10,53.0
2069,10,-10,54.0
2070,10,-10,55.0
2071,10,-10,56.0
2072,10,-10,57.0
2073,10,-10,58.0
2074,10,-10,59.0
2075,10,-10,60.0
2076,10,-10,61.0
2077,10,-10,62.0
2078,10,-10,63.0
2079,10,-10,64.0
2080,10,-10,65.0
2081,10,-10,66.0
2082,10,-10,67.0
2083,10,-10,68.0
2084,10,-10,69.0
2085,10,-10,70.0
2086,10,-10,71.0
2087,10,-10,72.0
2088,10,-10,73.0
2089,10,-10,74.0
2090,10,-10,75.0
2091,10,-10,76.0
2092,10,-10,77.0
2093,10,-10,78.0
2094,10,-10,79.0
2095,10,-10,80.0
2096,11,-10,20.0
2097,11,-10,21.0
2098,11,-10,22.0
2099,11,-10,23.0
2100,11,-10,24.0
2101,11,-10,25.0
2102,11,-10,26.0
2103,11,-10,27.0
2104,11,-10,28.0
2105,11,-10,29.0
2106,11,-10,30.0
2107,11,-10,31.0
2108,11,-10,32.0
2109,11,-10,33.0
2110,11,-10,34.0
2111,11,-10,35.0
2112,11,-10,36.0
2113,11,-10,37.0
2114,11,-10,38.0
2115,11,-10,39.0
2116,11,-10,40.0
2117,11,-10,41.0
2118,11,-10,42.0
2119,11,-10,43.0
2120,11,-10,44.0
2121,11,-10,45.0
2122,11,-10,46.0
2123,11,-10,47.0
2124,11,-10,48.0
2125,11,-10,49.0
2126,11,-10,50.0
2127,11,-10,51.0
2128,11,-10,52.0
2129,11,-10,53.0
2130,11,-10,54.0
2131,11,-10,55.0
2132,11,-10,56.0
2133,11,-10,57.0
2134,11,-10,58.0
2135,11,-10,59.0
2136,11,-10,60.0
2137,11,-10,61.0
2138,11,-10,62.0
2139,11,-10,63.0
2140,11,-10,64.0
2141,11,-10,65.0
2142,11,-10,66.0
2143,11,-10,67.0
2144,11,-10,68.0
2145,11,-10,69.0
2146,11,-10,70.0
2147,11,-10,71.0
2148,11,-10,72.0
2149,11,-10,73.0
2150,11,-10,74.0
2151,11,-10,75.0
2152,11,-10,76.0
2153,11,-10,77.0
2154,11,-10,78.0
2155,11,-10,79.0
2156,11,-10,80.0
2157,12,-10,20.0
2158,12,-10,21.0
2159,12,-10,22.0
2160,12,-10,23.0
2161,12,-10,24.0
2162,12,-10,25.0
2163,12,-10,26.0
2164,12,-10,27.0
2165,12,-10,28.0
2166,12,-10,29.0
2167,12,-10,30.0
2168,12,-10,31.0
2169,12,-10,32.0
2170,12,-10,33.0
2171,12,-10,34.0
2172,12,-10,35.0
2173,12,-10,36.0
2174,12,-10,37.0
2175,12,-10,38.0
2176,12,-10,39.0
2177,12,-10,40.0
2178,12,-10,41.0
2179,12,-10,42.0
2180,12,-10,43.0
2181,12,-10,44.0
2182,12,-10,45.0
2183,12,-10,46.0
2184,12,-10,47.0
2185,12,-10,48.0
2186,12,-10,49.0
2187,12,-10,50.0
2188,12,-10,51.0
2189,12,-10,52.0
2190,12,-10,53.0
2191,12,-10,54.0
2192,12,-10,55.0
2193,12,-10,56.0
2194,12,-10,57.0
2195,12,-10,58.0
2196,12,-10,59.0
2197,12,-10,60.0
2198,12,-10,61.0
2199,12,-10,62.0
2200,12,-10,63.0
2201,12,-10,64.0
2202,12,-10,65.0
2203,12,-10,66.0
2204,12,-10,67.0
2205,12,-10,68.0
2206,12,-10,69.0
2207,12,-10,70.0
2208,12,-10,71.0
2209,12,-10,72.0
2210,12,-10,73.0
2211,12,-10,74.0
2212,12,-10,75.0
2213,12,-10,76.0
2214,12,-10,77.0
2215,12,-10,78.0
2216,12,-10,79.0
2217,12,-10,80.0
2218,13,-10,20.0
2219,13,-10,21.0
2220,13,-10,22.0
2221,13,-10,23.0
2222,13,-10,24.0
2223,13,-10,25.0
2224,13,-10,26.0
2225,13,-10,27.0
2226,13,-10,28.0
2227,13,-10,29.0
2228,13,-10,30.0
2229,13,-10,31.0
2230,13,-10,32.0
2231,13,-10,33.0
2232,13,-10,34.0
2233,13,-10,35.0
2234,13,-10,36.0
2235,13,-10,37.0
2236,13,-10,38.0
2237,13,-10,39.0
2238,13,-10,40.0
2239,13,-10,41.0
2240,13,-10,42.0
2241,13,-10,43.0
2242,13,-10,44.0
2243,13,-10,45.0
2244,13,-10,46.0
2245,13,-10,47.0
2246,13,-10,48.0
2247,13,-10,49.0
2248,13,-10,50.0
2249,13,-10,51.0
2250,13,-10,52.0
2251,13,-10,53.0
2252,13,-10,54.0
2253,13,-10,55.0
2254,13,-10,56.0
2255,13,-10,57.0
2256,13,-10,58.0
2257,13,-10,59.0
2258,13,-10,60.0
2259,13,-10,61.0
2260,13,-10,62.0
2261,13,-10,63.0
2262,13,-10,64.0
2263,13,-10,65.0
2264,13,-10,66.0
2265,13,-10,67.0
2266,13,-10,68.0
2267,13,-10,69.0
2268,13,-10,70.0
2269,13,-10,71.0
2270,13,-10,72.0
2271,13,-10,73.0
2272,13,-10,74.0
2273,13,-10,75.0
2274,13,-10,76.0
2275,13,-10,77.0
2276,13,-10,78.0
2277,13,-10,79.0
2278,13,-10,80.0
2279,14,-10,20.0
2280,14,-10,21.0
2281,14,-10,22.0
2282,14,-10,23.0
2283,14,-10,24.0
2284,14,-10,25.0
2285,14,-10,26.0
2286,14,-10,27.0
2287,14,-10,28.0
2288,14,-10,29.0
2289,14,-10,30.0
2290,14,-10,31.0
2291,14,-10,32.0
2292,14,-10,33.0
2293,14,-10,34.0
2294,14,-10,35.0
2295,14,-10,36.0
2296,14,-10,37.0
2297,14,-10,38.0
2298,14,-10,39.0
2299,14,-10,40.0
2300,14,-10,41.0
2301,14,-10,42.0
2302,14,-10,43.0
2303,14,-10,44.0
2304,14,-10,45.0
2305,14,-10,46.0
